Observer initials,Date & time (UTC),Primary p-type,Secondary p-type,Wet/melting p-type,Liquid-core IP,mPING report,Cloud type,Sky cover,Weather / p-type comments,Hydrometeor photos,Camera settings,Photo comments,Snow / ice measurements,Interval snow depth (mm),Interval SWE (mm),Snowboard interval (hr),Ice accretion caliper reading (mm),Radial ice accretion (mm),Ice accretion period (hr),Snow and ice comments
MG,3/1/2022 21:10:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 21:20:00,SN,None,No,No,no,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 21:30:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 21:40:00,SN,None,No,No,no,,8.0,light fog and large aggregate ,no ,,dendrite,none,,,,,,,
MG,3/1/2022 21:50:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 22:00:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,no,,dendrite,Snow board only,47.0,1.9,2.0,,,,
MG,3/1/2022 22:10:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,no,,dendrite,none,,,,,,,
MG,3/1/2022 22:20:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,Yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 22:30:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 22:40:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 22:50:00,SN,None,No,No,no,,8.0,light fog and large aggregate ,yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 23:00:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 23:10:00,SN,None,No,No,yes,,8.0,light fog and large aggregate ,yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 23:20:00,SN,None,No,No,yes,,8.0,light fog ,no,,,none,,,,,,,
MG,3/1/2022 23:30:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,dendrite,none,,,,,,,
MG,3/1/2022 23:40:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,none,,,,,,,
MG,3/1/2022 23:50:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,none,,,,,,,
MG,3/2/2022 0:00:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,Snow board only,5.0,0.5,2.0,,,,
MG,3/2/2022 0:10:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,none,,,,,,,
MG,3/2/2022 0:20:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,none,,,,,,,
MG,3/2/2022 0:30:00,SN,None,No,No,yes,,8.0,light snow,no,,Rimed dendrites,none,,,,,,,
MG,3/2/2022 0:40:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,none,,,,,,,
MG,3/2/2022 0:50:00,SN,None,No,No,no,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,none,,,,,,,
MG,3/2/2022 1:00:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,none,,,,,,,
MG,3/2/2022 1:10:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,Rimed dendrites,none,,,,,,,
MG,3/2/2022 1:20:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,lightly rimed dendrites,none,,,,,,,
MG,3/2/2022 1:30:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,lightly rimed dendrites,none,,,,,,,
MG,3/2/2022 1:40:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,lightly rimed dendrites,none,,,,,,,
MG,3/2/2022 1:50:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,lightly rimed dendrites,none,,,,,,,
MG,3/2/2022 2:00:00,SN,None,No,No,yes,,8.0,light snow,yes (macro DSLR),Same as previous photo,lightly rimed dendrites,Snow board only,24.0,1.2,2.0,,,,
